-1.7992,-0.2379,0.3832,-0.1917,-0.7122,1.4207,-0.7554,1.5976,-0.7018,1.1634,-0.1668
-0.036,-1.5431,0.6686,-0.4166,2.1068,0.458,-0.141,0.7213,-0.7838,-1.4279,0.3937
0.5848,0.7592,0.2944,-0.9502,0.3652,-1.8664,-1.5583,1.0153,-0.496,0.7601,1.092
-0.1617,-1.1358,2.6222,0.76,-0.5779,-0.9473,-0.1561,-0.6997,0.2127,0.5091,-0.4254
0.5988,-0.3137,0.4526,-1.4735,-1.232,-0.3661,1.1241,1.7213,1.0249,-0.9384,-0.5981
-0.5104,-1.4043,-0.6936,-0.5026,-0.1526,-0.687,1.7869,-0.2475,-0.4356,1.2771,1.5695
-0.9085,-0.163,0.1608,-1.58,0.712,0.4871,-0.7394,-0.9977,2.2429,0.3893,0.3965
-0.6101,1.6829,1.1729,-1.4642,0.4396,0.1583,1.2061,-0.8496,-1.3214,-0.0508,-0.3638
-0.8528,0.055,-0.5782,0.3914,1.5205,-1.2896,0.6258,0.7121,0.4888,0.8942,-1.9672
-1.962,0.8739,0.1484,1.0451,-0.183,-0.927,0.3269,0.3981,0.5883,-1.5183,1.2097
