605.0,586.0,586.0,559.0,511.0,443.0,422.0,395.0,382.0,370.0
383.0,397.0,420.0,455.0,493.0,554.0,610.0,666.0,715.0,755.0
778.0,794.0,806.0,808.0,776.0,723.0,709.0,660.0,585.0,527.0
462.0,437.0,413.0,407.0,404.0,420.0,441.0,471.0,526.0,571.0
612.0,635.0,613.0,608.0,614.0,637.0,669.0,683.0,687.0,660.0
661.0,632.0,573.0,521.0,481.0,452.0,447.0,425.0,427.0,441.0
438.0,470.0,519.0,584.0,657.0,708.0,735.0,781.0,808.0,819.0
820.0,801.0,770.0,717.0,697.0,655.0,607.0,552.0,512.0,475.0
455.0,472.0,528.0,596.0,661.0,649.0,754.0,674.0,735.0,754.0
707.0,640.0,733.0,680.0,622.0,710.0,647.0,593.0,564.0,528.0
702.0,650.0,723.0,645.0,611.0,708.0,639.0,572.0,512.0,568.0
